Material Number,Old Material Number,   ,UOM,Qty (Unrestricted),Image Link,Image Count,Has Image?
SE-MOTORS -000081,SE011-3023A,MOTOR ( 14031908 ),EA,1,View Image,1,Yes
SE-MOTORS -000082,SE019-3131A,MOTOR ( 14031908 ) TAV 9,EA,3,View Image,1,Yes
SE-MOTORS -000091,SE019-3133A,MOTOR ( 15006358 ) POS 1,EA,2,View Image,1,Yes
SE-MOTORS -000097,"SE019-3014A,SN707.311",MOTOR ( 2.019.0401 ),EA,3,,,No
SE-MOTORS -000098,"SE019-3016A,SN707.313",MOTOR ( 2.019.0403 ),EA,2,,,No
SE-MOTORS -000099,"SE019-3017A,SN707.325",MOTOR ( 20190043 ),EA,1,,,No
SE-MOTORS -000100,"SE019-3012A,SN707.301",MOTOR ( 20190400 ),EA,1,,,No
SE-MOTORS -000108,"SE019-3019A,SN720.011",MOTOR ( 9110930025 ) TAV.20,EA,1,View Image,1,Yes
SE-MOTORS -000109,"SE019-3020A,SN720.013",MOTOR ( 9110930025 SBC ) TAV.25,EA,1,View Image,1,Yes
SE-MOTORS -000110,"SE019-3021A,SN720.015",MOTOR ( 9110930026 ) TAV.28,EA,1,,,No
SE-MOTORS -000112,"SE019-3013A,SN707.303",MOTOR ( C15003.0003 ),EA,1,,,No
SE-MOTORS -000136,"SE019-3011A,SN707.011",MOTOR N3 1 ( 20190280 ),EA,2,,,No
SE-MOTORS -000137,"SE020-4331A,SN707.029",MOTOR N42 ( 20190399 ),EA,1,,,No
SE-MOTORS -000169,SE019-3052A,STEP BY STEP MOTOR ( 9110020033 ),EA,1,,,No
SE-MOTORS -000170,SE019-3061A,"STEP MOTOR ( 24V,96W,8.6A,1500RPM )",EA,2,,,No
SE-MOTORS -000171,SE020-4729A,STEP MOTOR ( 90005125 ) MULTIGECKO,EA,4,,,No
SE-MOTORS -000174,"SE020-4333A,SN707.022",STEPBY STEPMOTOR(C15003.0018)SVTM42D150,EA,1,,,No
SE-MOTORS -000176,SE011-3021A,STEPPER MOTOR ( 90005097 ),EA,3,View Image,1,Yes
SE-MOTORS -000178,SE019-3127A,STEPPER MOTOR ( 9110020034 ),EA,1,,,No
SE-MOTORS -000179,SE020-4980A,STEPPER MOTOR ( 9110956098 ),EA,1,View Image,1,Yes
SE-MOTORS -000181,SE011-3034A,STEPPER MOTOR COUPLER ( 9110020034 ),EA,1,,,No
SE-MOTORS -000218,SE011-3036A,STEPPER MOTOR ( 09110956149 ),EA,2,,,No
SE-MOTORS -000388,SE011-3051A,STEP-STEP MOTOR ( 90005108 ),EA,2,,,No
SE-MOTORS -000389,SE011-3052A,STEP-STEP MOTOR ( 90005114 ),EA,2,,,No
SE-MOTORS-000387,(TBSZ3DV10),Centering Device servo motor ( 100057157,EA,1,View Image,1,Yes
SE-MOTORS-000403,,MOTOR ( 90009209 ) 700/7 PALTZ,EA,1,View Image,1,Yes
SE-MOTORS-000404,,MOTOR ( 9110956099 ) 700/7 PALTZ,EA,1,View Image,1,Yes
SE-MOTORS -000127,SE011-3008A,"MOTOR 0.75KW , 2800RPM , 400V",EA,3,,,No
SE-MOTORS -000129,SE011-3040A,"MOTOR 1.1KW , SHAFT 19MM , FLANGE 200MM",EA,2,,,No
SE-MOTORS-000391,,ABB MOTOR  1.1KW  400V  50HZ  1450RPM,EA,2,View Image,1,Yes
SE-MOTORS -000043,SE011-3014A,"ELECTRIC MOTOR(FIG 19-4 , POS 7)G.L.660",EA,2,,,No
SE-MOTORS -000071,SE020-4659A,"MOTOR  1.1KW , 400V , 50HZ , 2800RPM",EA,3,,,No
SE-MOTORS -000074,SE020-4057A,"MOTOR ( 0.55KW , 400V , 50HZ , 1450RPM )",EA,1,,,No
SE-MOTORS -000102,SE020-4517A,MOTOR ( 5751LA0095 ) INKJET,EA,1,,,No
SE-MOTORS -000126,SE011-3011A,"MOTOR 0.55KW,6POLE, 960RPM , 400V ,50HZ",EA,3,,,No
SE-MOTORS-000248,SE019-3145A,"MOTOR 0.22KW , 400V , 1330RPM,SHAFT=11MM",EA,2,,,No
SE-GEARMOTOR-000002,SE011-3030A,GEAR MOTOR ( CCT+0007608 ) POS 25,EA,1,,,No
SE-GEARMOTOR-000003,"SE019-3003A,SN620.317","GEAR MOTOR (CCT+0004435)TAV 3.1.1,POS 08",EA,6,View Image,1,Yes
SE-MOTORS -000123,"SE019-3033A,SN601.034.2",MOTOR 0.37 KW ( 5751LA0100 ),EA,1,,,No
SE-MOTORS-000228,SE019-3056A,"MOTOR .55KW,1450RPM,400V, SHAFT14,FLANGE",EA,1,,,No
SE-MOTORS-000413,,MOTOR 1.5KW/400V/2POLE/90S/IMB5/IP55,EA,2,,,No
SM-MISLMECH-007837,,GEAR MOTOR ( PM497-0001 ) 600/5,EA,1,View Image,1,Yes
SE-MOTORS-000390,,Chamfering Head Motor 1.5KW( 100140060 ),EA,1,,,No
SM-MISLMECH-006314,,Reducer NMRV 30 (100064767) SQ03,EA,3,View Image,1,Yes
SM-MISLMECH-006598,,MOTOR ( NMRV075-25-90B5 ) KEDA,EA,1,,,No
SE-MOTORS -000083,SE019-3134A,MOTOR ( 15002073 ) POS 1,EA,1,,,No
SE-MOTORS -000084,SE019-3132A,MOTOR ( 15002078 ) POS 2,EA,1,,,No
SE-MOTORS -000085,SE011-3018A,"MOTOR ( 15002096 ) TAB12SQ0133 3.1,POS01",EA,1,,,No
SE-MOTORS -000086,SE019-3143A,MOTOR ( 15002106 ),EA,1,,,No
SE-MOTORS -000088,SE019-3144A,MOTOR ( 15003886 ),EA,1,,,No
SE-MOTORS -000089,SE019-3130A,MOTOR ( 15005065 )  POS 7,EA,1,,,No
SE-MOTORS -000092,SE011-3035A,MOTOR ( 15007151 ) POS 10,EA,1,View Image,1,Yes
SE-MOTORS -000093,SE019-3146A,MOTOR ( 15010172 ),EA,1,View Image,1,Yes
SE-MOTORS -000094,SE019-3142A,MOTOR ( 15010355 ),EA,1,,,No
SE-MOTORS -000142,SE011-3019A,"MOTOR( 15002088 )TAB12SQ0133 5.1 , POS08",EA,1,,,No
SE-MOTORS -000020,"SE019-3001A,SN707.342",MOTOR 0.37KW ( 20190254 ),EA,3,,,No
SE-MOTORS -000079,"SE019-3030A,SN720.323","MOTOR ( 10.150.12112 ) TAV 02 , POS 01",EA,1,View Image,1,Yes
SE-MOTORS -000096,"SE019-3009A,SN707.381","MOTOR ( 1P,RPM-1360-1550,0.18KW )",EA,1,,,No
SE-MOTORS -000113,"SE019-3005A,SN700.404",MOTOR ( SA3010045 ),EA,1,,,No
SE-MOTORS -000114,"SE019-3006A,SN700.405",MOTOR ( SA3044784 ),EA,3,View Image,1,Yes
SE-MOTORS -000119,SE020-4478A,MOTOR 0.12KW 4P B5 140-11( 20190251),EA,2,,,No
SE-MOTORS -000121,SE020-4551A,MOTOR 0.18KW 380V-50HZ(2.019.0005)SL50,EA,2,,,No
SE-MOTORS -000122,"SE019-3040A,SN720.255",MOTOR 0.30KW ( 9999341239 ) OMS TR200,EA,1,,,No
SE-MOTORS -000130,"SE019-3035A,SN720.266",MOTOR 3P ( 90003769 ),EA,1,,,No
SE-MOTORS -000167,"SE019-3007A,SN700.857",STACKER MOTOR ( 3008056 ),EA,1,,,No
SE-MOTORS-000223,SE020-4348A,"MOTOR  0.37KW , 400V , 50HZ , 1450RPM",EA,1,,,No
SM-MISLMECH-002577,"SM016-6233A,SN720.213",REDUCER ( 9112058102 ) TAV.28,EA,1,,,No
SE-MOTORS -000037,SE011-3006A,"BURNER FAN MOTOR 1.5KW , 2800RPM , 400V",EA,2,,,No
SE-MOTORS -000124,SE011-3012A,"MOTOR 0.38KW , 400V , 2900RPM",EA,1,View Image,1,Yes
SE-MOTORS -000125,SE019-3103A,MOTOR 0.55KW ( C05400133 ) POS 07,EA,4,View Image,1,Yes
SE-MOTORS -000133,"SE019-3010A,SN901.409",MOTOR FOR LEVEL INDICATER,EA,1,,,No
SE-MOTORS -000151,SE020-4643A,PUMP MOTOR ( 20049605 ) POS 19,EA,1,,,No
SE-MOTORS -000184,"SE019-3025A,SN109.327",VIBRATING MOTOR ( 50235514 ),EA,1,View Image,1,Yes
SM-MOTORS -000027,"SM008-3227A,SN810.053",A/C SERVO MOTOR SGMGV 09AD61 0.85KW,EA,1,,,No
SE-MOTORS -000103,SE011-3003A,MOTOR ( 5761MG0511 ),EA,1,,,No
SE-MOTORS -000104,SE020-4652A,"MOTOR ( 57V2MG0040 ) TAV-1 , POS-17",EA,1,View Image,1,Yes
SE-MOTORS-000392,,ABB MOTOR  0.75KW 400V 50HZ 1450RPM kiln,EA,6,View Image,1,Yes
SE-MOTORS-000393,,ABB MOTOR  0.55KW 400V 50HZ 1450RPM kiln,EA,4,View Image,1,Yes
SM-MOTORS -000206,"SM008-3188A,SN615.056.2",SELF BREAKING MOTOR ( 5761MG0063 ),EA,1,,,No
SE-MISELECT-001313,SE011-3043A,Motor 4kW 3 Phase 400V 1430RPM FootMounT,EA,2,View Image,1,Yes
SE-MOTORS -000077,SE020-4549A,"MOTOR ( 03045111 ) TAB 3796.N , POS 67",EA,1,,,No
SE-MOTORS -000105,SE019-3049A,MOTOR ( 7107C151010 ) RPR 190,EA,1,,,No
SE-MOTORS -000106,SE019-3047A,MOTOR ( 7109B351010 )   RPR 190,EA,1,,,No
SE-MOTORS-000395,,TWO SPEED MOTOR 7.5KW ENACOOLER,EA,1,View Image,1,Yes
SE-MOTORS-000396,,TWO SPEED MOTOR 9.2KW ENACOOLER,EA,1,View Image,1,Yes
SE-MOTORS-000420,,"MOTOR 3KW, 400V, 2 POLE (1AV3104A) VD6",EA,1,,,No
SM-MISLMECH-005177,"SM010-0161A,SN343.133",ELECTR.PUMP ( 05603054 )  POS - 01,EA,1,,,No
SM-MOTORS -000076,"SM008-3090A,SN345.026","MOTOR ( 03045106 ) TAB 3796.N , POS 73",EA,1,,,No
SM-MOTORS -000189,"SM008-3080A,SN314.093.2",MOTOR ( 02.02.013 ) 0.55KW,EA,1,,,No
SM-PUMPS-000007,"SM010-3154A,SN301.280",ELECTRIC PUMP ( 5603500 ),EA,1,,,No
SE-MISELECT-001466,SE011-3047A,MOTOR 5.5KW 1420RPM EUROMILL  500/2,EA,1,,,No
SE-MISELECT-001528,ATM36 BURNER,MOTOR AMPE 132M TA2 IMB5 ( 20050961 ),EA,1,View Image,1,Yes
SE-MOTORS-000227,SE019-3055A,"MOTOR 2.2KW , 1400RPM , 400V",EA,2,,,No
SE-MOTORS-000400,,VIBRATIVE MOTOR ( 1050090015 ) V/S,EA,1,View Image,1,Yes
SM-MISLMECH-001249,SM021-3785A,REDUCTION UNIT ( 15008107 ) POS 04,EA,1,View Image,1,Yes
SM-MISLMECH-001252,SM021-3784A,REDUCTION UNIT ( 15010260 ) POS 2,EA,1,View Image,1,Yes
SM-MISLMECH-001368,SM021-3384A,"COM. CASING ( 13010412 ) TAV 7.0 , POS 4",EA,1,,,No
SM-MISLMECH-001497,SM021-3366A,COMPLETE SLEEVE ( 13010435 ) POS 1,EA,1,View Image,1,Yes
SM-PULLEY-000107,"SM005-3421A,SN630.015",PULLEY ( 13000072 ),EA,1,View Image,1,Yes
SM-PULLEY-000108,"SM005-3422A,SN630.016",PULLEY ( 13000073 ),EA,1,View Image,1,Yes
SM-PULLEY-000243,SM005-3688A,"PULLEY UNIT ( 13010677 ) TAV 7.0 , POS 8",EA,1,View Image,1,Yes
SE-MISELECT-001314,SE011-3044A,Motor 7.5kW 400V 1455RPM Foot Mount,EA,1,View Image,1,Yes
SE-MISELECT-001315,SE011-3045A,MOTOR 3KW 400V 1425RPM FLANGE TYPE,EA,1,,,No
SM-MISLMECH-001226,"SM016-4174A,SN125.165",REDUCTION GEAR ( C06300111 ),EA,1,View Image,1,Yes
SM-ROLLERS-000009,SM013-3465A,"COM.ROLLER ( D455101078 ) TAV4 1/2,POS19",EA,20,View Image,1,Yes
SM-ROLLERS-000103,SM013-3743A,COM.ROLLER ( D455101078 ),EA,4,,,No
SM-ROLLERS-000109,"SM013-3522A,SN620.111",COMPLETE ROLLER ( D455101226 ) PAGE 04,EA,6,View Image,1,Yes
SM-ROLLERS-000156,SM013-3816A,"ROLLER ( PM177-0398 ) TAV 1.0 , POS 20",EA,1,,,No
SM-BELT-000122,"SM001-3487A,SN424.309",DOUBLE BELT GUIDE (CS.81.009.007) POS 08,EA,2,,,No
SM-MISLMECH-005367,SM016-7898A,"ROLLER ( 420942002 ) TAV GRU000 , POS 01",EA,5,,,No
SM-ROLLERS-000279,SM013-3735A,"ROLLER ( 420942052 ) TAV GRU000,POS01",EA,8,,,No
SM-ROLLERS-000055,SM013-3765A,"ROLLER ( 79.03.477.X3 ) TAV 2 , POS 14",EA,5,,,No
SM-ROLLERS-000056,SM013-3766A,"ROLLER ( 79.03.477.X3A ) TAV 2 , POS 15",EA,3,,,No
SM-ROLLERS-000058,SM016-9984A,"ROLLER ( 89.03.423.X3 ) TAV 1 , POS 102",EA,11,View Image,1,Yes
SM-ROLLERS-000059,SM013-3764A,"ROLLER ( 89.03.423.X3A ) TAV 1A , POS 5",EA,4,,,No
SM-ROLLERS-000079,SM013-3783A,"ROLLER ( PM177-0365 ) TAV 1.0 ,  POS 22",EA,7,,,No
SM-ROLLERS-000107,SM013-3745A,COMPLETE ROLLER ( D455101078 ),EA,10,,,No
SM-ROLLERS-000174,"SM013-3367A,SN601.523","ROLLER D=44( D45510075)PAGE04 1/2,POS49",EA,17,View Image,1,Yes
SM-ROLLERS-000176,"SM013-3523A,SN620.116",ROLLER L=3335 ( D455101365 ),EA,2,,,No
SM-ROLLERS-000011,SM013-3498A,"COM.ROLLER D=44(D45510100)TAV4 1/2,POS20",EA,32,View Image,1,Yes
SM-ROLLERS-000053,SM013-3809A,"ROLLER ( 65.02.121.D2 ) TAV 1 , POS 31",EA,2,,,No
SM-ROLLERS-000134,SM013-3810A,"ROLLER ( 41.03.364.X3 ) TAV 1 , POS 12",EA,8,,,No
SM-ROLLERS-000290,SM013-3811A,ROLLER ( 65.02.121.X3 )65.02.121.X3 N376,EA,2,,,No
SM-BELT-000020,"SM001-3436A,SN323.003.2",BELT ( 2048367 ),M,30,View Image,1,Yes
SM-MISLMECH-003651,"SM002-3084A,SN450.098",FILTERING CARTIDGE ( 24.12.103 ),EA,2,,,No
SM-OILSEAL-000246,SM010-3489A,NOZZLE BAR & CUP (RING NUT) DF 6771,EA,1,,,No
SM-ROLLERS-000035,"SM013-3258A,SN450.026",PROJECTING ROLLER CONVEYOR (1400450030 ),EA,5,View Image,1,Yes
SM-WHEELS-000121,"SM013-3172A,SN323.002.2",WHEEL ( ALM97701013 ),EA,47,,,No
SM-MISLMECH-000770,"SM016-4994A,SN456.059",BRUSH SETS ( 3660090001),EA,4,,,No
SM-MISLMECH-000939,"SM016-4976A,SN453.008",NYLON VENTILATION ( 0.5 HP )  POS - 11,EA,8,,,No
SM-MISLMECH-002759,"SM016-4984A,SN456.024",RUBBER DISK 150-35 SP.20MM ( 08.99.031,EA,1,,,No
SM-MISLMECH-005342,"SM016-4973A,SN453.004",NYLON IMPELLER FOR TANK MASTER 900 ( 08,EA,19,,,No
SM-MOTORS -000147,"SM016-4974A,SN453.006",NYLON IMPELLER ( 0.5 HP ) POS 09,EA,3,,,No
SM-SHAFT-000074,SM016-7070A,"SHAFT ( D111000500 ) TAV 01 , POS 06",EA,1,,,No
SM-PULLEY-000161,SM005-3703A,PULLEY ( CC06050030 )  TAV 4.2.9,EA,2,,,No
SM-PULLEY-000162,SM005-3709A,PULLEY ( CC06050035 ) TAV 4.2.7,EA,1,,,No
SM-PULLEY-000163,SM005-3706A,PULLEY ( CC06050067 ) TAV 4.1.1,EA,2,,,No
SM-PULLEY-000164,SM005-3707A,PULLEY ( CC06050107 ) TAV 4.2.8,EA,2,,,No
SM-PULLEY-000165,SM005-3708A,PULLEY ( CC06050110 ) TAV 4.2.8,EA,2,,,No
SM-PULLEY-000166,SM005-3712A,PULLEY ( CC06050179 ) TAV 4.2.6,EA,1,,,No
SM-PULLEY-000167,SM005-3705A,PULLEY ( CC06050224 )  TAV 4.1.1,EA,2,,,No
SM-PULLEY-000168,SM005-3710A,PULLEY ( CCT+0003191 ) TAV 4.2.7,EA,1,,,No
SM-PULLEY-000169,SM005-3704A,PULLEY ( CCT+0003512 )  TAV 4.2.9,EA,2,,,No
SM-PULLEY-000170,SM005-3711A,PULLEY ( CCT+0006745 ) TAV 4.2.6,EA,1,,,No
SM-PULLEYS-000829,,PULLEY ( B ) HOT AIR FAN 600/5,EA,1,View Image,1,Yes
SM-PULLEYS-000830,,PULLEY ( CC06050107 ) FINAL COOLING K5,EA,1,,,No
SM-PULLEYS-000831,,PULLEY ( CC06050110 ) FINAL COOLING K5,EA,1,,,No
SM-PULLEYS-000832,,PULLEY ( CC06050030 ) SLOW COOLING K5,EA,1,,,No
SM-PULLEYS-000833,,PULLEY ( CCT+0003512 ) SLOW COOLING K5,EA,1,,,No
SM-PULLEYS-000834,,PULLEY ( CC06050224) FLUE GAS SUCTION K5,EA,1,,,No
SM-PULLEYS-000835,,PULLEY ( CC06050067) FLUE GAS SUCTION K5,EA,1,,,No
SM-PULLEYS-000836,,PULLEY ( CCT+0016033 ) COMBUSTION AIR K5,EA,1,,,No
SM-PULLEYS-000837,,PULLEY ( CCT+0009685 ) COMBUSTION AIR K5,EA,1,,,No
SM-PULLEYS-000838,,PULLEY ( CCT+0006745 ) RAPID COOLING K5,EA,1,,,No
SM-PULLEYS-000839,,PULLEY ( CC06050179 ) RAPID COOLING K5,EA,1,,,No
SM-PULLEYS-000843,,PULLEY ( SPB 280*5 ) 600/5 F.G.S FAN,EA,1,,,No
SM-PULLEYS-000844,,PULLEY ( CC06050305 ) 600/5 H.A.S FAN,EA,1,,,No
SM-PULLEY-000190,"SM005-3397A,SN620.068",PULLEY ( RC201805448 )TAB 4.2.7 SAMEWIT,EA,1,,,No
SM-PULLEY-000191,"SM005-3399A,SN620.071",PULLEY ( RC202245342 ) TAB 4.2.9,EA,1,,,No
SM-PULLEY-000192,"SM005-3394A,SN620.063",PULLEY ( RC202365450 )  TAB 4.2.12,EA,1,,,No
SM-PULLEY-000223,"SM005-3348A,SN609.633",PULLEY D.55 MOTOR SIDE (  CCT+0007124 ),EA,1,,,No
SM-PULLEY-000225,"SM005-3503A,SN609.626",PULLEY FAN SIDE ( CC06050061 ) FIGURE 0,EA,1,,,No
SM-PULLEY-000226,"SM005-3506A,SN609.634",PULLEY FAN SIDE ( CCT+0003863 ),EA,1,,,No
SM-PULLEY-000227,"SM005-3504A,SN609.629","PULLEY FAN SIDE (CC06050191)FIG 02,POS02",EA,1,,,No
SM-PULLEY-000228,"SM005-3505A,SN609.631","PULLEY FAN SIDE(CC06050068)FIG 02,POS 02",EA,1,,,No
SM-PULLEY-000234,"SM005-3345A,SN609.627",PULLEY MOTOR SIDE ( CC06050090 ) FIGURE,EA,1,,,No
SM-PULLEY-000235,"SM005-3346A,SN609.630",PULLEY MOTOR SIDE ( CC06050106 ),EA,3,,,No
SM-PULLEY-000236,"SM005-3347A,SN609.632",PULLEY MOTOR SIDE( CC06050090 ),EA,1,,,No
SM-PULLEY-000237,"SM005-3338A,SN604.087.2",PULLEY SPA170X3(CC06050031)TAPER LOCK 45,EA,1,,,No
SM-PULLEY-000238,"SM005-3337A,SN604.086.2",PULLEY SPA180X3 ( CC06050086 ) -BORE42M,EA,1,,,No
SM-PULLEY-000239,"SM005-3336A,SN604.085.2",PULLEY SPA200X3 ( CC06050030 ),EA,1,,,No
SM-PULLEY-000240,"SM005-3339A,SN604.088.2",PULLEY SPA200X3 (CC06050082)-BORE42MM,EA,1,,,No
SM-PULLEY-000250,"SM005-3400A,SN620.072",PULLEY( RC201605338 )TAB 4.2.9  SAMEWIT,EA,1,,,No
SM-PULLEY-000254,"SM005-3393A,SN620.062",PULLEY(RC201805448)TAB 4.2.12 =SN620.068,EA,1,,,No
SM-PULLEY-000255,"SM005-3396A,SN620.066",PULLEY(RC202245450)TAV 4.2.8 =SN620.081,EA,1,,,No
SM-PULLEY-000256,"SM005-3395A,SN620.065",PULLEY(RC202245455)TAB 4.2.8= SN620.080,EA,1,,,No
SM-PULLEY-000257,"SM005-3398A,SN620.069",PULLEY(RC202805465)TAB 4.2.7 = SN620.068,EA,1,,,No
SM-PULLEY-000413,"SM005-3404A,SN620.078",PULLEY ( RC202245465 ) TAB 4.2.5,EA,1,,,No
SM-PULLEY-000414,"SM005-3403A,SN620.077",PULLEY ( RC202805460 ) TAB 4.2.5,EA,1,,,No
SM-PULLEY-000415,"SM005-3401A,SN620.074",PULLEY ( RC203155342 ) TAB 4.2.6,EA,1,,,No
SM-PULLEY-000468,"SM005-3402A,SN620.075",PULLEY(RC201605338)TAB 4.2.6 = SN620.072,EA,1,,,No
SM-PULLEY-000469,"SM005-3406A,SN620.081",PULLEY(RC202245450)TAB 4.1.1 = SN620.066,EA,1,,,No
SM-PULLEY-000470,"SM005-3405A,SN620.080",PULLEY(RC202245455)TAB 4.1.1= SN620.065,EA,1,,,No
SM-PULLEY-000507,SM005-3814A,PULLEY ( CC06050035 ) FAN SIDE,EA,1,,,No
SM-MISLMECH-005790,SM007-3578A,CASTER WHEEL (70X75MM) BEARING 6204 2RS,EA,5,,,No
SM-MISLMECH-005887,SM013-3683A,CASTER WHEEL 4'' X 2''  RIGID,EA,2,,,No
SM-WHEELS-000352,SM013-3003A,CASTER WHEEL 4'' X 2'' SWIVAL,EA,2,,,No
SM-KEYSNPINS-000006,"SM016-4602A,SN400.115",DOWEL  ( M8X32 ) 020001041/1C1,EA,190,,,No
SM-MISLMECH-000936,"SM016-6942A,SN400.007",NYLON CLAMP WITH BOLT ( U630010092 ),EA,17,,,No
SM-MISLMECH-003742,"SM016-4603A,SN400.116",FINGER GUARD D.250 C GROOVE(060011001C0),EA,143,,,No
SM-MISLMECH-006527,SM021-3576A,SQUARE TYPE PLASTIC PAD 400/1 N400,EA,197,,,No
SM-BELT-000158,"SM001-3465A,SN400.117",EXTENSION FORBELT SUPPORTPROFILE C-TYPE,EA,63,,,No
SM-MISLMECH-001442,"SM016-6839A,SN400.119",SCREW KNOB 50-84 ( 110011002C0 ),EA,103,,,No
SM-MISLMECH-001742,"SM016-4530A,SN400.012.2",SUPPORT ( 3712000020 ),EA,16,,,No
SM-BELT-000188,"SM001-3479A,SN419.020.2",GREENBELT E24/HUO ( 9148641071 ),EA,1,,,No
SM-BELT-000193,SM010-3490A,BELT SCRAPER WIDTH 800MM ( DF 6773 ),EA,1,,,No
SM-MISLMECH-001345,"SM016-4605A,SN400.123","SAFETY GUARDS B 170(060010004)""B""SECTION",EA,3,,,No
SM-MISLMECH-007052,,BELT SCRAP BLADE WITH YELLO CRESTEDBLOCK,EA,46,,,No
SM-MISLMECH-007053,,BELT SCRAPER BLADE WITH YELLO BASE BLOCK,EA,26,,,No
SM-PULLEY-000065,"SM005-3186A,SN400.129",GUARD B GROOVE PULLEY B120 PULLEY GUARD,EA,26,,,No
SM-MISLMECH-004970,SM014-3821A,SHAFT FRAME 1100 ( 3AL00146 ) POS 5,EA,2,,,No
SM-SHAFT-000046,SM014-3643A,"SHAFT ( 3AL00674 ) TAV 926 , POS 02",EA,2,View Image,1,Yes
SM-SHAFT-000140,SM014-3813A,"DRIVEN SHAFT  L=800MM , D=40MM",EA,6,View Image,1,Yes
SM-SHAFT-000143,SM014-3812A,"DRIVING SHAFT L=945MM , D=40MM",EA,4,,,No
SM-SHAFT-000290,SM014-3818A,SHAFT HP1 FRAME 1100 ( 3AL00209 ) POS 9,EA,2,,,No
SM-SHAFT-000291,SM014-3819A,SHAFT HP1 FRAME 1350 ( 3AL00651 ) POS 9,EA,2,,,No
SM-MISLMECH-001807,SM021-3575A,CROSSING BAR ( 40X30X2.5MM SQUARE PIPE ),EA,3,,,No
SM-MISLMECH-000651,SM021-3134A,"GUIDE ( PM105-0534 ) TAV 4.0 , POS 26",EA,2,,,No
SM-MISLMECH-000662,SM021-3119A,"GUIDE ( PM105-1047 ) TAV 1.0 , POS 14",EA,2,,,No
SM-MISLMECH-007152,,GUIDE FOR WHEEL L.2320 ( D15.03.063 ) Te,EA,2,View Image,1,Yes
SM-BUSHINGS-000075,SM017-3246A,"BUSHING ( PM021-0037 ) TAV 10.3 , POS 10",EA,2,,,No
SM-BUSHINGS-000076,SM017-3244A,"BUSHING ( PM021-0039 ) TAV 10.1 , POS 11",EA,2,,,No
SM-KEYSNPINS-000101,SM014-3959A,"PIN ( PM141-0517 ) TAV 8.0 , POS 22",EA,2,,,No
SM-MISLMECH-000421,SM021-3130A,"CYLINDRICAL PLUG(PM457-0005) TA.4 , PO6",EA,3,,,No
SM-MISLMECH-000557,SM021-3221A,"FORK ( PM085-0008 ) TAV 1 , POS 11",EA,9,,,No
SM-MISLMECH-000558,SM021-3131A,"FORK ( PM085-0008 ) TAV 4.0 , POS 7",EA,8,,,No
SM-MISLMECH-000559,SM021-3222A,"FORK ( PM085-0029 ) TAV 2.1 , POS 12",EA,4,,,No
SM-MISLMECH-000655,SM021-3185A,"GUIDE ( PM105-0634 ) TAV 8 , POS 11",EA,4,,,No
SM-MISLMECH-000832,SM021-3242A,"LOCKING DEVICE (PM385-0019)TAV8,POS 35",EA,2,,,No
SM-MISLMECH-001295,SM021-3244A,"RING NUT ( PM445-0012 ) TAV 10.1 , POS 1",EA,2,,,No
SM-MISLMECH-001501,SM021-3223A,"SHEET METAL ( PM113-0057 ) TAV 2.1,POS14",EA,6,,,No
SM-MISLMECH-001502,SM021-3830A,"SHEET METAL ( PM113-0632 ) TAV 10.1 , P9",EA,4,,,No
SM-MISLMECH-001503,SM021-3446A,"SHEET METAL( PM113-0889 )TAV3.1 , POS 23",EA,4,,,No
SM-MISLMECH-001504,SM021-3447A,"SHEET METAL( PM113-0890 )TAV 3.1 , POS24",EA,4,,,No
SM-MISLMECH-001534,SM021-3237A,"SKIMMING ( PM541-0006 ) TAV 6.0 , POS 23",EA,23,,,No
SM-MISLMECH-001601,SM021-3238A,"SPACER ( PM065-0009 ) TAV 6.0 , POS 26",EA,2,,,No
SM-MISLMECH-001602,SM021-3239A,"SPACER ( PM065-0010 ) TAV 6.0 , POS 27",EA,2,,,No
SM-MISLMECH-001603,SM021-3245A,"SPACER ( PM065-0184 ) TAV 10.1 , POS 20",EA,2,,,No
SM-MISLMECH-001886,SM021-3236A,"WASHER ( PM173-0010 ) TAV 6.0 , POS 22",EA,29,,,No
SM-MISLMECH-002899,SM021-3184A,"SLEEVE ( PM041-0003 ) TAV 6 , POS 25",EA,6,,,No
SM-MISLMECH-002900,SM021-3183A,"SLEEVE ( PM041-0015 ) TAV 6 , POS 17",EA,62,,,No
SM-MISLMECH-004646,SM021-3190A,"RING NUT ( PM445-0008 ) TAV 10.1 , POS 5",EA,2,,,No
SM-MISLMECH-005445,SM021-3235A,"SPACER ( PM065-0203 ) TAV 6.0 , POS 9",EA,2,,,No
SM-MISLMECH-005446,SM021-3240A,"SPACER ( PM065-0202 ) TAV 6.0 , POS 31",EA,2,,,No
SM-MISLMECH-006067,SM021-3505A,"FINGER GUARD ( PM525-0008 ) TAV2.1, P27",EA,4,,,No
SM-PINRODS-000088,SM014-3739A,"PIN ( PM141-0012 ) TAV 2.1 , POS 19",EA,6,,,No
SM-PINRODS-000089,SM014-3713A,"PIN ( PM141-0016 ) TAV 6 , POS 28",EA,5,,,No
SM-PINRODS-000090,SM014-3792A,"PIN ( PM141-0034 ) TAV 2.1 , POS 6",EA,3,,,No
SM-PINRODS-000091,SM014-3793A,"PIN ( PM141-0035 ) TAV 2.1 , POS 7",EA,3,,,No
